Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Sheet: 10 in. × 14 1/2 in. (25.4 × 36.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788067,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 15/16 × 11 3/16 in. (35.4 × 28.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788072,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 5/8 × 13 1/4 in. (27 × 33.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788074,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet (trimmed and laid down): 9 15/16 × 13 1/4 in. (25.3 × 33.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788075,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 1/2 in. × 10 in. (19 × 25.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788078,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 5/8 × 8 7/16 in. (27 × 21.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788095,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 3/4 × 9 5/16 in. (14.6 × 23.7 cm)""","Harris Brisbane Dick Fund, 1924.",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788104,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/16 × 10 1/4 in. (36.1 × 26.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788105,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 11 7/16 × 8 5/8 in. (29 × 21.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788111,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 15 1/4 × 10 3/16 in. (38.7 × 25.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788112,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 1/8 × 10 3/16 in. (35.8 × 25.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788125,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 15 3/16 in. × 11 in. (38.6 × 28 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund and Harris Brisbane Dick Fund, by Exchange, 1970",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788132,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 5/16 × 14 3/8 in. (26.2 × 36.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788135,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 1/4 × 4 5/16 in. (10.8 × 11 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788142,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 5/16 × 14 13/16 in. (26.2 × 37.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788147,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",12 × 18 in. (30.5 × 45.7 cm),Gift of Neda and Farzad Rastegar","2018""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/788151,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",18 × 12 in. (45.7 × 30.5 cm),Gift of Neda and Farzad Rastegar","2018""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/788153,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 7/8 × 9 7/16 in. (17.4 × 23.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788182,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 2 5/16 × 2 7/16 in. (5.8 × 6.2 cm)""","Harris Brisbane Dick Fund, 1942",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788201,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 2 5/16 × 2 7/16 in. (5.8 × 6.2 cm)""","Harris Brisbane Dick Fund, 1942",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788208,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 26 3/4 × 20 1/2 in. (68 × 52 cm)""","Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788212,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 24 5/16 × 20 5/8 in. (61.8 × 52.4 cm)""","Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788216,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 27 3/8 × 21 5/8 in. (69.5 × 55 cm)""","Gift of Eldred V. Douglas, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788222,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 9/16 × 11 5/16 in. (21.7 × 28.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788258,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 16 13/16 × 21 15/16 in. (42.7 × 55.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,,,,,,,,,,,Portfolios|Ornament & Architecture|Prints,,http://www.metmuseum.org/art/collection/search/788272,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 15 7/8 × 10 3/4 in. (40.3 × 27.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788288,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 1/4 × 15 5/16 in. (26 × 38.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788294,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 1/16 × 14 3/16 in. (25.6 × 36.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788297,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 15/16 × 9 15/16 in. (15.1 × 25.3 cm)""","Gift of Charles E. Miller, 1944",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788301,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 5 11/16 × 4 3/16 in. (14.4 × 10.7 cm)""","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788309,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 11 3/4 × 17 5/16 in. (29.8 × 43.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788311,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 14 × 10 15/16 in. (35.5 × 27.8 cm)""","Gift of Dr. Ralph Weiler, 1960",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788312,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 11 7/8 × 16 3/4 in. (30.2 × 42.6 cm)""","Dorothy Noyes Arms and John Taylor Arms Memorial Collection, Gift of The Society of American Graphic Artists, Inc., 1955",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788316,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/16 × 10 1/16 in. (36 × 25.6 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788323,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 15 9/16 × 11 5/16 in. (39.5 × 28.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788329,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 15 1/16 × 10 1/4 in. (38.3 × 26.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788331,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 23 1/2 × 29 1/2 in. (59.7 × 75 cm)""",,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788345,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 4 1/2 in. (11.4 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788351,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/2 × 4 7/16 in. (14 × 11.2 cm)""","Gift of the Estate of John Taylor Arms, 1955",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788366,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 3/4 × 15 1/4 in. (27.3 × 38.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund and Harris Brisbane Dick Fund, by Exchange, 1970",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788376,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 9/16 × 14 5/16 in. (24.3 × 36.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788395,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 3/16 × 14 5/16 in. (25.9 × 36.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788396,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 12 5/8 × 17 3/8 in. (32 × 44.2 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788398,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Block: 35 1/16 × 47 1/4 in. (89.1 × 120 cm)""","Purchase, Janice Oresman Gift, 2018",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788407,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Block: 47 1/4 in. × 63 in. (120 × 160 cm)""","Purchase, Ellen Peckham Gift, 2018",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788408,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 18 × 18 in. (45.7 × 45.7 cm)""","Gift of Cynthia Daignault and Daniel Heidkamp, 2018",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/788418,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/4 × 22 1/4 in. (37.4 × 56.5 cm)""","Gift of Mrs. Chester Dale, 1968",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788452,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
63.625.52,FALSE,FALSE,788453,Drawings and Prints,Print,Prin,,,,,,Artist,,Théophile-Alexandre Steinlen,"French (born Switzerland), Lausanne 1859–1923 Paris",,"Steinlen, Théophile-Alexandre",,1859,1923,,0,0,Lithograph,Sheet: 18 7/8 × 12 3/16 in. (48 × 31 cm),"Elisha Whittelsey Fund, 1963",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788453,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
21.91.114,FALSE,FALSE,788895,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",A New Book of Chinese Ornaments. Invented & Engraved by J. Pillement,,,,,,Artist|Publisher,,Jean Pillement|Robert Sayer,French",Lyons 1728–1808 Lyons|British,"Sunderland 1725–1794 Bath""",,"Pillement, Jean|Sayer, Robert",,1728      |1725,1808      |1794,1755,1755,1755,Etching,Sheet: 18 in. × 11 5/8 in. (45.8 × 29.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 16 3/4 × 10 5/8 in. (42.5 × 27 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788895,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
21.91.108,FALSE,FALSE,788896,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornament Print,,,,,,Artist|Publisher,,Jean Pillement|Robert Sayer,French",Lyons 1728–1808 Lyons|British,"Sunderland 1725–1794 Bath""",,"Pillement, Jean|Sayer, Robert",,1728      |1725,1808      |1794,1755,1755,1755,Etching,Sheet (Trimmed): 16 5/8 × 10 13/16 in. (42.3 × 27.5 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788896,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,
21.91.249,FALSE,FALSE,788897,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Suite de divers sujets de figure de Paysage et Ornements Chinois et François,,,,,,Publisher|Artist,,J. B. Crépy|Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Crépy, J. B.|Pillement, Jean",,1728,1808,ca. 1770,1765,1775,Etching,Sheet (Trimmed): 12 in. × 8 1/16 in. (30.5 × 20.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 11 7/16 × 7 9/16 in. (29 × 19.3 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788897,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
21.91.252,FALSE,FALSE,788898,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornaments,,,,,,Artist|Publisher,,Jean Pillement|J. B. Crépy,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean|Crépy, J. B.",,1728,1808,ca. 1770,1765,1775,Etching,Sheet (Trimmed): 11 13/16 × 8 1/16 in. (30 × 20.5 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788898,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,
21.91.253,FALSE,FALSE,788899,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornaments,,,,,,Artist,,Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean",,1728,1808,ca. 1760–85,1755,1790,Etching,Sheet (Trimmed): 12 5/8 × 8 11/16 in. (32 × 22 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 11 1/4 × 7 11/16 in. (28.5 × 19.5 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788899,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
21.91.250,FALSE,FALSE,788900,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornaments,,,,,,Artist,,Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean",,1728,1808,ca. 1760–85,1755,1790,Etching,Sheet (Trimmed): 11 13/16 × 7 7/8 in. (30 × 20 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 11 7/16 × 7 3/8 in. (29 × 18.8 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788900,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
21.91.251,FALSE,FALSE,788901,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornaments,,,,,,Artist,,Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean",,1728,1808,ca. 1760–85,1755,1790,Etching,Sheet (Trimmed): 11 7/16 × 7 11/16 in. (29 × 19.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 5/16 × 11 5/16 in. (18.5 × 28.8 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788901,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
21.91.243,FALSE,FALSE,788902,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornament,,,,,,Artist,,Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean",,1728,1808,ca. 1760–85,1755,1790,Etching,Sheet (Trimmed): 5 5/16 × 6 3/8 in. (13.5 × 16.3 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788902,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,
21.91.244,FALSE,FALSE,788903,Drawings and Prints,Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Chinoiserie Ornament,,,,,,Artist,,Jean Pillement,French","Lyons 1728–1808 Lyons""",,"Pillement, Jean",,1728,1808,ca. 1760–85,1755,1790,Etching,Sheet (Trimmed): 5 1/2 × 6 7/8 in. (14 × 17.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 5/16 × 6 5/8 in. (13.5 × 16.8 cm)""","Rogers Fund, 1921",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/788903,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 in. × 10 3/4 in. (17.8 × 27.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788910,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/16 × 10 3/16 in. (36 × 25.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788911,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 25 in. × 22 1/8 in. (63.5 × 56.2 cm)""","Gift of Dr. and Mrs. Michael Blumenfield, 1981",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788929,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 12 5/16 × 9 7/16 in. (31.3 × 23.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788941,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 3/8 × 14 3/8 in. (26.3 × 36.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/788946,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",,,,,,,,,,,,Firearms,,http://www.metmuseum.org/art/collection/search/789050,12/24/2018 8:00:01 AM,Metropolitan Museum of Art", New York," NY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 9 1/2 in. (34.1 × 24.2 cm)""","Rogers Fund, 1922",,London,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789065,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 1/2 × 9 5/8 in. (34.3 × 24.5 cm)""","Rogers Fund, 1922",,London,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789066,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 5/8 × 13 5/16 in. (24.4 × 33.8 cm)""","Rogers Fund, 1922",,London,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789068,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 1/2 × 13 7/16 in. (24.2 × 34.2 cm)""","Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789077,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 13 3/8 × 15 3/8 in. (34 × 39.1 cm)""","Twentieth-Century Photography Fund, 2018",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/789155,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Image with text and ruled border: 16 3/4 × 17 11/16 in. (42.5 × 45 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 17 13/16 × 23 13/16 in. (45.3 × 60.5 cm)""","Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789156,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 1/2 × 10 9/16 in. (36.9 × 26.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789158,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 17 15/16 in. × 24 in. (45.5 × 61 cm)""","Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789163,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 14 1/2 × 18 1/2 in. (36.8 × 47 cm)""","Twentieth-Century Photography Fund, 2018",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/789238,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/8 × 6 7/8 in. (13 × 17.4 cm)""","Rogers Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/789275,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
